profile_id,composite_score,risk_level,ring_score,cluster_score,burst_score,stake_score,reciprocity_score
3658,36.75,medium,100.0,0.0,0.0,45.0,0.0
4241,36.75,medium,100.0,0.0,0.0,45.0,0.0
6134,36.48,medium,82.0,38.53,0.0,15.0,0.0
755,36.25,medium,100.0,0.0,0.0,15.0,40.0
2037,36.25,medium,100.0,0.0,0.0,15.0,40.0
1017,36.25,medium,100.0,0.0,0.0,15.0,40.0
3578,36.25,medium,100.0,0.0,0.0,15.0,40.0
467,36.25,medium,100.0,0.0,0.0,15.0,40.0
201,36.0,medium,100.0,0.0,0.0,0.0,60.0
10452,35.19,medium,94.8,0.0,0.0,45.0,0.0
1423,34.5,medium,100.0,0.0,0.0,30.0,0.0
6694,34.5,medium,100.0,0.0,0.0,30.0,0.0
5400,34.5,medium,100.0,0.0,0.0,30.0,0.0
1104,34.5,medium,100.0,0.0,0.0,30.0,0.0
5260,34.5,medium,100.0,0.0,0.0,30.0,0.0
3007,34.5,medium,100.0,0.0,0.0,30.0,0.0
6542,34.5,medium,100.0,0.0,0.0,30.0,0.0
10088,34.5,medium,100.0,0.0,0.0,30.0,0.0
1802,34.5,medium,100.0,0.0,0.0,30.0,0.0
4756,34.5,medium,100.0,0.0,0.0,30.0,0.0
12051,34.5,medium,100.0,0.0,0.0,30.0,0.0
2073,34.5,medium,100.0,0.0,0.0,30.0,0.0
4353,34.5,medium,100.0,0.0,0.0,30.0,0.0
20833,34.5,medium,100.0,0.0,0.0,30.0,0.0
3874,34.5,medium,100.0,0.0,0.0,30.0,0.0
5361,34.5,medium,100.0,0.0,0.0,30.0,0.0
1751,34.5,medium,100.0,0.0,0.0,30.0,0.0
2535,34.5,medium,100.0,0.0,0.0,30.0,0.0
5735,34.5,medium,100.0,0.0,0.0,30.0,0.0
202,34.5,medium,100.0,0.0,0.0,30.0,0.0
28,34.5,medium,100.0,0.0,0.0,30.0,0.0
28975,34.5,medium,100.0,0.0,0.0,30.0,0.0
3723,34.5,medium,100.0,0.0,0.0,30.0,0.0
3456,34.5,medium,100.0,0.0,0.0,30.0,0.0
5912,34.5,medium,100.0,0.0,0.0,30.0,0.0
6124,34.5,medium,100.0,0.0,0.0,30.0,0.0
2108,34.5,medium,100.0,0.0,0.0,30.0,0.0
5482,34.5,medium,100.0,0.0,0.0,30.0,0.0
1663,34.5,medium,100.0,0.0,0.0,30.0,0.0
3458,34.5,medium,100.0,0.0,0.0,30.0,0.0
7424,34.5,medium,100.0,0.0,0.0,30.0,0.0
3487,34.5,medium,100.0,0.0,0.0,30.0,0.0
17945,34.5,medium,100.0,0.0,0.0,30.0,0.0
4615,34.5,medium,100.0,0.0,0.0,30.0,0.0
5398,34.5,medium,100.0,0.0,0.0,30.0,0.0
6659,34.5,medium,100.0,0.0,0.0,30.0,0.0
14601,34.5,medium,100.0,0.0,0.0,30.0,0.0
4361,34.5,medium,100.0,0.0,0.0,30.0,0.0
2516,34.5,medium,100.0,0.0,0.0,30.0,0.0
2527,34.5,medium,100.0,0.0,0.0,30.0,0.0
4815,34.5,medium,100.0,0.0,0.0,30.0,0.0
13896,34.5,medium,100.0,0.0,0.0,30.0,0.0
6805,34.5,medium,100.0,0.0,0.0,30.0,0.0
2665,34.5,medium,100.0,0.0,0.0,30.0,0.0
7374,34.5,medium,100.0,0.0,0.0,30.0,0.0
1526,34.5,medium,100.0,0.0,0.0,30.0,0.0
4841,34.5,medium,100.0,0.0,0.0,30.0,0.0
3592,34.5,medium,100.0,0.0,0.0,30.0,0.0
1348,34.5,medium,100.0,0.0,0.0,30.0,0.0
8079,34.5,medium,100.0,0.0,0.0,30.0,0.0
4866,34.5,medium,100.0,0.0,0.0,30.0,0.0
4625,34.5,medium,100.0,0.0,0.0,30.0,0.0
4199,34.5,medium,100.0,0.0,0.0,30.0,0.0
4332,34.5,medium,65.0,0.0,0.0,100.0,0.0
3405,34.5,medium,100.0,0.0,0.0,30.0,0.0
1919,34.5,medium,100.0,0.0,0.0,30.0,0.0
7484,34.5,medium,100.0,0.0,0.0,30.0,0.0
3582,34.5,medium,100.0,0.0,0.0,30.0,0.0
6275,34.5,medium,100.0,0.0,0.0,30.0,0.0
8081,34.5,medium,100.0,0.0,0.0,30.0,0.0
1714,34.5,medium,100.0,0.0,0.0,30.0,0.0
3901,34.5,medium,100.0,0.0,0.0,30.0,0.0
4212,34.5,medium,100.0,0.0,0.0,30.0,0.0
2945,34.5,medium,100.0,0.0,0.0,30.0,0.0
3651,34.5,medium,100.0,0.0,0.0,30.0,0.0
1228,34.0,medium,100.0,0.0,0.0,0.0,40.0
26055,33.7,medium,41.6,36.86,0.0,80.0,0.0
29248,32.74,medium,78.4,36.86,0.0,0.0,0.0
28203,32.74,medium,78.4,36.86,0.0,0.0,0.0
3595,32.25,medium,100.0,0.0,0.0,15.0,0.0
22339,32.25,medium,100.0,0.0,0.0,15.0,0.0
5273,32.25,medium,100.0,0.0,0.0,15.0,0.0
4235,32.25,medium,100.0,0.0,0.0,15.0,0.0
8,32.25,medium,100.0,0.0,0.0,15.0,0.0
5198,32.25,medium,100.0,0.0,0.0,15.0,0.0
16516,32.25,medium,100.0,0.0,0.0,15.0,0.0
5972,32.25,medium,100.0,0.0,0.0,15.0,0.0
3102,32.25,medium,100.0,0.0,0.0,15.0,0.0
2517,32.25,medium,100.0,0.0,0.0,15.0,0.0
5714,32.25,medium,100.0,0.0,0.0,15.0,0.0
1266,32.25,medium,100.0,0.0,0.0,15.0,0.0
3078,32.25,medium,100.0,0.0,0.0,15.0,0.0
2420,32.25,medium,100.0,0.0,0.0,15.0,0.0
3533,32.25,medium,100.0,0.0,0.0,15.0,0.0
3587,32.25,medium,100.0,0.0,0.0,15.0,0.0
2211,32.25,medium,100.0,0.0,0.0,15.0,0.0
2265,32.25,medium,100.0,0.0,0.0,15.0,0.0
3029,32.25,medium,100.0,0.0,0.0,15.0,0.0
1998,32.25,medium,100.0,0.0,0.0,15.0,0.0
1557,32.25,medium,100.0,0.0,0.0,15.0,0.0
2116,32.25,medium,100.0,0.0,0.0,15.0,0.0
2047,32.25,medium,100.0,0.0,0.0,15.0,0.0
1837,32.25,medium,100.0,0.0,0.0,15.0,0.0
13830,32.25,medium,100.0,0.0,0.0,15.0,0.0
3096,32.25,medium,100.0,0.0,0.0,15.0,0.0
2309,32.25,medium,100.0,0.0,0.0,15.0,0.0
1715,32.25,medium,100.0,0.0,0.0,15.0,0.0
2823,32.25,medium,100.0,0.0,0.0,15.0,0.0
296,32.25,medium,100.0,0.0,0.0,15.0,0.0
23,32.25,medium,100.0,0.0,0.0,15.0,0.0
15530,32.25,medium,100.0,0.0,0.0,15.0,0.0
829,32.25,medium,100.0,0.0,0.0,15.0,0.0
741,32.25,medium,100.0,0.0,0.0,15.0,0.0
3473,32.25,medium,100.0,0.0,0.0,15.0,0.0
2456,32.25,medium,100.0,0.0,0.0,15.0,0.0
4484,32.25,medium,100.0,0.0,0.0,15.0,0.0
816,32.25,medium,100.0,0.0,0.0,15.0,0.0
125,32.25,medium,100.0,0.0,0.0,15.0,0.0
24,32.25,medium,100.0,0.0,0.0,15.0,0.0
133,32.25,medium,100.0,0.0,0.0,15.0,0.0
646,32.25,medium,100.0,0.0,0.0,15.0,0.0
2899,32.25,medium,100.0,0.0,0.0,15.0,0.0
4679,32.25,medium,100.0,0.0,0.0,15.0,0.0
3593,32.25,medium,100.0,0.0,0.0,15.0,0.0
16535,32.25,medium,100.0,0.0,0.0,15.0,0.0
1963,32.25,medium,100.0,0.0,0.0,15.0,0.0
1778,32.25,medium,100.0,0.0,0.0,15.0,0.0
3686,32.25,medium,100.0,0.0,0.0,15.0,0.0
20872,32.25,medium,100.0,0.0,0.0,15.0,0.0
1925,32.25,medium,100.0,0.0,0.0,15.0,0.0
1710,32.25,medium,100.0,0.0,0.0,15.0,0.0
450,32.25,medium,100.0,0.0,0.0,15.0,0.0
1168,32.25,medium,100.0,0.0,0.0,15.0,0.0
6036,32.25,medium,100.0,0.0,0.0,15.0,0.0
4740,32.25,medium,100.0,0.0,0.0,15.0,0.0
1711,32.25,medium,100.0,0.0,0.0,15.0,0.0
7883,32.25,medium,100.0,0.0,0.0,15.0,0.0
3708,32.25,medium,100.0,0.0,0.0,15.0,0.0
5778,32.25,medium,100.0,0.0,0.0,15.0,0.0
8846,32.25,medium,100.0,0.0,0.0,15.0,0.0
4561,32.25,medium,100.0,0.0,0.0,15.0,0.0
7965,32.25,medium,100.0,0.0,0.0,15.0,0.0
5103,32.25,medium,100.0,0.0,0.0,15.0,0.0
8103,32.25,medium,100.0,0.0,0.0,15.0,0.0
3670,32.25,medium,100.0,0.0,0.0,15.0,0.0
15188,32.25,medium,100.0,0.0,0.0,15.0,0.0
6234,32.25,medium,100.0,0.0,0.0,15.0,0.0
1527,32.25,medium,100.0,0.0,0.0,15.0,0.0
5418,32.25,medium,100.0,0.0,0.0,15.0,0.0
1107,32.25,medium,100.0,0.0,0.0,15.0,0.0
4110,32.25,medium,100.0,0.0,0.0,15.0,0.0
943,32.25,medium,100.0,0.0,0.0,15.0,0.0
4681,32.25,medium,100.0,0.0,0.0,15.0,0.0
3206,32.25,medium,100.0,0.0,0.0,15.0,0.0
2106,32.25,medium,100.0,0.0,0.0,15.0,0.0
13974,32.25,medium,100.0,0.0,0.0,15.0,0.0
8378,32.25,medium,100.0,0.0,0.0,15.0,0.0
1706,32.25,medium,100.0,0.0,0.0,15.0,0.0
480,32.25,medium,100.0,0.0,0.0,15.0,0.0
3110,32.25,medium,100.0,0.0,0.0,15.0,0.0
1174,32.25,medium,100.0,0.0,0.0,15.0,0.0
3759,32.25,medium,100.0,0.0,0.0,15.0,0.0
2820,32.25,medium,100.0,0.0,0.0,15.0,0.0
3550,32.25,medium,100.0,0.0,0.0,15.0,0.0
3579,32.25,medium,100.0,0.0,0.0,15.0,0.0
4686,32.25,medium,100.0,0.0,0.0,15.0,0.0
2714,32.25,medium,100.0,0.0,0.0,15.0,0.0
4752,32.25,medium,100.0,0.0,0.0,15.0,0.0
2321,32.25,medium,100.0,0.0,0.0,15.0,0.0
4114,32.25,medium,100.0,0.0,0.0,15.0,0.0
1010,32.25,medium,100.0,0.0,0.0,15.0,0.0
1119,32.25,medium,100.0,0.0,0.0,15.0,0.0
2697,31.77,medium,98.4,0.0,0.0,15.0,0.0
3316,31.35,medium,82.0,0.0,0.0,45.0,0.0
17487,31.02,medium,88.4,0.0,0.0,30.0,0.0
23839,30.67,medium,64.0,36.86,0.0,15.0,0.0
19196,30.46,medium,20.8,36.86,0.0,100.0,0.0
3913,30.45,medium,71.5,0.0,0.0,60.0,0.0
2249,30.22,medium,0.0,36.86,0.0,100.0,60.0
791,30.0,medium,100.0,0.0,0.0,0.0,0.0
77,30.0,medium,100.0,0.0,0.0,0.0,0.0
2064,30.0,medium,100.0,0.0,0.0,0.0,0.0
3469,30.0,medium,100.0,0.0,0.0,0.0,0.0
11982,30.0,medium,100.0,0.0,0.0,0.0,0.0
5874,30.0,medium,100.0,0.0,0.0,0.0,0.0
862,30.0,medium,100.0,0.0,0.0,0.0,0.0
3713,30.0,medium,100.0,0.0,0.0,0.0,0.0
16493,30.0,medium,100.0,0.0,0.0,0.0,0.0
2151,30.0,medium,100.0,0.0,0.0,0.0,0.0
13957,30.0,medium,100.0,0.0,0.0,0.0,0.0
1126,30.0,medium,100.0,0.0,0.0,0.0,0.0
14905,30.0,medium,100.0,0.0,0.0,0.0,0.0
893,30.0,medium,100.0,0.0,0.0,0.0,0.0
1388,30.0,medium,100.0,0.0,0.0,0.0,0.0
1432,30.0,medium,100.0,0.0,0.0,0.0,0.0
3707,30.0,medium,100.0,0.0,0.0,0.0,0.0
4009,30.0,medium,100.0,0.0,0.0,0.0,0.0
18989,30.0,medium,100.0,0.0,0.0,0.0,0.0
4033,30.0,medium,100.0,0.0,0.0,0.0,0.0
1051,30.0,medium,100.0,0.0,0.0,0.0,0.0
298,30.0,medium,100.0,0.0,0.0,0.0,0.0
3668,30.0,medium,100.0,0.0,0.0,0.0,0.0
38016,30.0,medium,100.0,0.0,0.0,0.0,0.0
23560,30.0,medium,100.0,0.0,0.0,0.0,0.0
8989,30.0,medium,100.0,0.0,0.0,0.0,0.0
186,30.0,medium,100.0,0.0,0.0,0.0,0.0
17372,30.0,medium,100.0,0.0,0.0,0.0,0.0
3669,30.0,medium,100.0,0.0,0.0,0.0,0.0
124,30.0,medium,100.0,0.0,0.0,0.0,0.0
4086,30.0,medium,100.0,0.0,0.0,0.0,0.0
3442,30.0,medium,100.0,0.0,0.0,0.0,0.0
18723,30.0,medium,100.0,0.0,0.0,0.0,0.0
4556,30.0,medium,100.0,0.0,0.0,0.0,0.0
5114,30.0,medium,100.0,0.0,0.0,0.0,0.0
16194,30.0,medium,100.0,0.0,0.0,0.0,0.0
3440,30.0,medium,100.0,0.0,0.0,0.0,0.0
7421,30.0,medium,100.0,0.0,0.0,0.0,0.0
5282,30.0,medium,100.0,0.0,0.0,0.0,0.0
7906,30.0,medium,100.0,0.0,0.0,0.0,0.0
1958,30.0,medium,100.0,0.0,0.0,0.0,0.0
40900,30.0,medium,100.0,0.0,0.0,0.0,0.0
11916,30.0,medium,100.0,0.0,0.0,0.0,0.0
1917,30.0,medium,100.0,0.0,0.0,0.0,0.0
12702,30.0,medium,100.0,0.0,0.0,0.0,0.0
2307,30.0,medium,100.0,0.0,0.0,0.0,0.0
5392,30.0,medium,100.0,0.0,0.0,0.0,0.0
288,30.0,medium,100.0,0.0,0.0,0.0,0.0
49,30.0,medium,100.0,0.0,0.0,0.0,0.0
2282,30.0,medium,100.0,0.0,0.0,0.0,0.0
4494,30.0,medium,100.0,0.0,0.0,0.0,0.0
4097,30.0,medium,100.0,0.0,0.0,0.0,0.0
2034,30.0,medium,100.0,0.0,0.0,0.0,0.0
5263,30.0,medium,100.0,0.0,0.0,0.0,0.0
2634,30.0,medium,100.0,0.0,0.0,0.0,0.0
2,30.0,medium,100.0,0.0,0.0,0.0,0.0
1501,30.0,medium,100.0,0.0,0.0,0.0,0.0
6680,30.0,medium,100.0,0.0,0.0,0.0,0.0
4583,30.0,medium,100.0,0.0,0.0,0.0,0.0
2243,30.0,medium,100.0,0.0,0.0,0.0,0.0
2408,30.0,medium,100.0,0.0,0.0,0.0,0.0
4542,30.0,medium,100.0,0.0,0.0,0.0,0.0
1576,30.0,medium,100.0,0.0,0.0,0.0,0.0
562,30.0,medium,100.0,0.0,0.0,0.0,0.0
61,30.0,medium,100.0,0.0,0.0,0.0,0.0
5184,30.0,medium,100.0,0.0,0.0,0.0,0.0
896,30.0,medium,100.0,0.0,0.0,0.0,0.0
18990,30.0,medium,100.0,0.0,0.0,0.0,0.0
20,30.0,medium,100.0,0.0,0.0,0.0,0.0
6961,30.0,medium,100.0,0.0,0.0,0.0,0.0
2187,30.0,medium,100.0,0.0,0.0,0.0,0.0
3482,30.0,medium,100.0,0.0,0.0,0.0,0.0
2215,30.0,medium,100.0,0.0,0.0,0.0,0.0
476,30.0,medium,100.0,0.0,0.0,0.0,0.0
145,30.0,medium,100.0,0.0,0.0,0.0,0.0
730,30.0,medium,100.0,0.0,0.0,0.0,0.0
2998,30.0,medium,100.0,0.0,0.0,0.0,0.0
6848,30.0,medium,100.0,0.0,0.0,0.0,0.0
1150,30.0,medium,100.0,0.0,0.0,0.0,0.0
2353,30.0,medium,100.0,0.0,0.0,0.0,0.0
1897,30.0,medium,100.0,0.0,0.0,0.0,0.0
11046,30.0,medium,100.0,0.0,0.0,0.0,0.0
158,30.0,medium,100.0,0.0,0.0,0.0,0.0
2706,30.0,medium,100.0,0.0,0.0,0.0,0.0
39775,30.0,medium,100.0,0.0,0.0,0.0,0.0
1213,30.0,medium,100.0,0.0,0.0,0.0,0.0
40767,30.0,medium,100.0,0.0,0.0,0.0,0.0
647,30.0,medium,100.0,0.0,0.0,0.0,0.0
189,30.0,medium,100.0,0.0,0.0,0.0,0.0
1679,30.0,medium,100.0,0.0,0.0,0.0,0.0
15627,30.0,medium,100.0,0.0,0.0,0.0,0.0
3445,30.0,medium,100.0,0.0,0.0,0.0,0.0
3630,30.0,medium,100.0,0.0,0.0,0.0,0.0
2293,30.0,medium,100.0,0.0,0.0,0.0,0.0
7439,30.0,medium,100.0,0.0,0.0,0.0,0.0
1233,30.0,medium,100.0,0.0,0.0,0.0,0.0
6,30.0,medium,100.0,0.0,0.0,0.0,0.0
2525,30.0,medium,100.0,0.0,0.0,0.0,0.0
5141,30.0,medium,100.0,0.0,0.0,0.0,0.0
444,30.0,medium,100.0,0.0,0.0,0.0,0.0
10,30.0,medium,100.0,0.0,0.0,0.0,0.0
274,30.0,medium,100.0,0.0,0.0,0.0,0.0
2703,30.0,medium,100.0,0.0,0.0,0.0,0.0
5727,30.0,medium,100.0,0.0,0.0,0.0,0.0
2352,30.0,medium,100.0,0.0,0.0,0.0,0.0
3969,30.0,medium,100.0,0.0,0.0,0.0,0.0
3277,30.0,medium,100.0,0.0,0.0,0.0,0.0
3229,30.0,medium,100.0,0.0,0.0,0.0,0.0
41,30.0,medium,100.0,0.0,0.0,0.0,0.0
9,30.0,medium,100.0,0.0,0.0,0.0,0.0
2003,30.0,medium,100.0,0.0,0.0,0.0,0.0
41320,30.0,medium,100.0,0.0,0.0,0.0,0.0
60,30.0,medium,100.0,0.0,0.0,0.0,0.0
1166,30.0,medium,100.0,0.0,0.0,0.0,0.0
5169,30.0,medium,100.0,0.0,0.0,0.0,0.0
3073,30.0,medium,100.0,0.0,0.0,0.0,0.0
8519,30.0,medium,100.0,0.0,0.0,0.0,0.0
4612,30.0,medium,100.0,0.0,0.0,0.0,0.0
17158,30.0,medium,100.0,0.0,0.0,0.0,0.0
2011,30.0,medium,100.0,0.0,0.0,0.0,0.0
1699,30.0,medium,100.0,0.0,0.0,0.0,0.0
1384,30.0,medium,100.0,0.0,0.0,0.0,0.0
4020,30.0,medium,100.0,0.0,0.0,0.0,0.0
1697,30.0,medium,100.0,0.0,0.0,0.0,0.0
2799,30.0,medium,100.0,0.0,0.0,0.0,0.0
1029,30.0,medium,100.0,0.0,0.0,0.0,0.0
15,30.0,medium,100.0,0.0,0.0,0.0,0.0
744,30.0,medium,100.0,0.0,0.0,0.0,0.0
1361,30.0,medium,100.0,0.0,0.0,0.0,0.0
4470,30.0,medium,100.0,0.0,0.0,0.0,0.0
1044,30.0,medium,100.0,0.0,0.0,0.0,0.0
2229,30.0,medium,100.0,0.0,0.0,0.0,0.0
1978,30.0,medium,100.0,0.0,0.0,0.0,0.0
3508,30.0,medium,100.0,0.0,0.0,0.0,0.0
5577,30.0,medium,100.0,0.0,0.0,0.0,0.0
118,30.0,medium,100.0,0.0,0.0,0.0,0.0
1291,30.0,medium,100.0,0.0,0.0,0.0,0.0
980,30.0,medium,100.0,0.0,0.0,0.0,0.0
709,30.0,medium,100.0,0.0,0.0,0.0,0.0
1075,30.0,medium,100.0,0.0,0.0,0.0,0.0
473,30.0,medium,100.0,0.0,0.0,0.0,0.0
5,30.0,medium,100.0,0.0,0.0,0.0,0.0
52,30.0,medium,100.0,0.0,0.0,0.0,0.0
1834,30.0,medium,100.0,0.0,0.0,0.0,0.0
1721,30.0,medium,100.0,0.0,0.0,0.0,0.0
464,30.0,medium,100.0,0.0,0.0,0.0,0.0
1002,30.0,medium,100.0,0.0,0.0,0.0,0.0
930,30.0,medium,100.0,0.0,0.0,0.0,0.0
1923,30.0,medium,100.0,0.0,0.0,0.0,0.0
1857,30.0,medium,100.0,0.0,0.0,0.0,0.0
1624,30.0,medium,100.0,0.0,0.0,0.0,0.0
1628,30.0,medium,100.0,0.0,0.0,0.0,0.0
13,30.0,medium,100.0,0.0,0.0,0.0,0.0
3019,30.0,medium,100.0,0.0,0.0,0.0,0.0
15069,30.0,medium,100.0,0.0,0.0,0.0,0.0
7831,30.0,medium,100.0,0.0,0.0,0.0,0.0
16658,30.0,medium,100.0,0.0,0.0,0.0,0.0
950,30.0,medium,100.0,0.0,0.0,0.0,0.0
4051,30.0,medium,100.0,0.0,0.0,0.0,0.0
4272,30.0,medium,100.0,0.0,0.0,0.0,0.0
4211,30.0,medium,100.0,0.0,0.0,0.0,0.0
2722,30.0,medium,100.0,0.0,0.0,0.0,0.0
5726,30.0,medium,100.0,0.0,0.0,0.0,0.0
2326,30.0,medium,100.0,0.0,0.0,0.0,0.0
12617,30.0,medium,100.0,0.0,0.0,0.0,0.0
1803,30.0,medium,100.0,0.0,0.0,0.0,0.0
3064,30.0,medium,100.0,0.0,0.0,0.0,0.0
864,30.0,medium,100.0,0.0,0.0,0.0,0.0
92,30.0,medium,100.0,0.0,0.0,0.0,0.0
5226,30.0,medium,100.0,0.0,0.0,0.0,0.0
1042,30.0,medium,100.0,0.0,0.0,0.0,0.0
2549,30.0,medium,100.0,0.0,0.0,0.0,0.0
17,30.0,medium,100.0,0.0,0.0,0.0,0.0
5134,30.0,medium,100.0,0.0,0.0,0.0,0.0
4613,30.0,medium,100.0,0.0,0.0,0.0,0.0
4930,30.0,medium,100.0,0.0,0.0,0.0,0.0
3632,30.0,medium,100.0,0.0,0.0,0.0,0.0
1914,30.0,medium,100.0,0.0,0.0,0.0,0.0
9402,30.0,medium,100.0,0.0,0.0,0.0,0.0
2031,30.0,medium,100.0,0.0,0.0,0.0,0.0
3714,30.0,medium,100.0,0.0,0.0,0.0,0.0
466,30.0,medium,100.0,0.0,0.0,0.0,0.0
604,30.0,medium,100.0,0.0,0.0,0.0,0.0
3413,30.0,medium,100.0,0.0,0.0,0.0,0.0
1749,30.0,medium,100.0,0.0,0.0,0.0,0.0
1942,30.0,medium,100.0,0.0,0.0,0.0,0.0
3664,30.0,medium,100.0,0.0,0.0,0.0,0.0
595,30.0,medium,100.0,0.0,0.0,0.0,0.0
579,30.0,medium,100.0,0.0,0.0,0.0,0.0
6413,30.0,medium,100.0,0.0,0.0,0.0,0.0
13328,30.0,medium,100.0,0.0,0.0,0.0,0.0
3725,30.0,medium,100.0,0.0,0.0,0.0,0.0
1992,30.0,medium,100.0,0.0,0.0,0.0,0.0
1964,30.0,medium,100.0,0.0,0.0,0.0,0.0
1903,30.0,medium,100.0,0.0,0.0,0.0,0.0
7488,30.0,medium,100.0,0.0,0.0,0.0,0.0
4287,30.0,medium,100.0,0.0,0.0,0.0,0.0
3278,30.0,medium,100.0,0.0,0.0,0.0,0.0
74,30.0,medium,100.0,0.0,0.0,0.0,0.0
1820,30.0,medium,100.0,0.0,0.0,0.0,0.0
7624,30.0,medium,100.0,0.0,0.0,0.0,0.0
443,30.0,medium,100.0,0.0,0.0,0.0,0.0
451,30.0,medium,100.0,0.0,0.0,0.0,0.0
3596,30.0,medium,100.0,0.0,0.0,0.0,0.0
